Nr;Dzien;Godzina;Temperatura
2420;06.12.2022;18:45;1.1
2421;06.12.2022;18:57;1.3
2422;06.12.2022;19:09;1
2423;06.12.2022;19:21;1.1
2424;06.12.2022;19:33;1
2425;06.12.2022;19:45;1.4
2426;06.12.2022;19:57;1.2
2427;06.12.2022;20:09;1.3
2428;06.12.2022;20:21;1.2
2429;06.12.2022;20:33;0.9
2430;06.12.2022;20:45;1.1
2431;06.12.2022;20:57;1
2432;06.12.2022;21:09;1.3
2433;06.12.2022;21:21;1.3
2434;06.12.2022;21:33;1.4
2435;06.12.2022;21:45;1
2436;06.12.2022;21:57;1
2437;06.12.2022;22:09;1
2438;06.12.2022;22:21;1.2
2439;06.12.2022;22:33;0.9
2440;06.12.2022;22:45;1.3
2441;06.12.2022;22:57;1.2
2442;06.12.2022;23:09;1.2
2443;06.12.2022;23:21;1
2444;06.12.2022;23:33;1.1
2445;06.12.2022;23:45;1
2446;06.12.2022;23:57;1.2
2447;07.12.2022;00:09;1.2
2448;07.12.2022;00:21;1
2449;07.12.2022;00:33;1.3
2450;07.12.2022;00:45;1.2
2451;07.12.2022;00:57;1.5
2452;07.12.2022;01:09;1.1
2453;07.12.2022;01:21;0.9
2454;07.12.2022;01:33;1.3
2455;07.12.2022;01:45;1.2
2456;07.12.2022;01:57;1
2457;07.12.2022;02:09;0.9
2458;07.12.2022;02:21;1
2459;07.12.2022;02:33;1.3
2460;07.12.2022;02:45;0.9
2461;07.12.2022;02:57;1
2462;07.12.2022;03:09;1.1
2463;07.12.2022;03:21;1
2464;07.12.2022;03:33;1.4
2465;07.12.2022;03:45;1
2466;07.12.2022;03:57;1.3
2467;07.12.2022;04:09;1.3
2468;07.12.2022;04:21;1.3
2469;07.12.2022;04:33;1.2
2470;07.12.2022;04:45;1.4
2471;07.12.2022;04:57;1.4
2472;07.12.2022;05:09;1.3
2473;07.12.2022;05:21;1.1
2474;07.12.2022;05:33;0.9
2475;07.12.2022;05:45;1.2
2476;07.12.2022;05:57;1.5
2477;07.12.2022;06:09;1.6
2478;07.12.2022;06:21;1.8
2479;07.12.2022;06:33;1.8
2480;07.12.2022;06:45;1.6
2481;07.12.2022;06:57;1.7
2482;07.12.2022;07:09;1.7
2483;07.12.2022;07:21;1.4
2484;07.12.2022;07:33;1
2485;07.12.2022;07:45;1.4
2486;07.12.2022;07:57;1.1
2487;07.12.2022;08:09;1.2
2488;07.12.2022;08:21;1.3
2489;07.12.2022;08:33;1.1
2490;07.12.2022;08:45;1.3
2491;07.12.2022;08:57;1.1
2492;07.12.2022;09:09;1.4
2493;07.12.2022;09:21;1
2494;07.12.2022;09:33;0.9
2495;07.12.2022;09:45;1
2496;07.12.2022;09:57;1.4
2497;07.12.2022;10:09;1
2498;07.12.2022;10:21;1.4
2499;07.12.2022;10:33;1
2500;07.12.2022;10:45;1.4
2501;07.12.2022;10:57;1
2502;07.12.2022;11:09;1.2
2503;07.12.2022;11:21;1.2
2504;07.12.2022;11:33;1.3
2505;07.12.2022;11:45;1.2
2506;07.12.2022;11:57;0.9
2507;07.12.2022;12:09;1.3
2508;07.12.2022;12:21;1.2
2509;07.12.2022;12:33;1.1
2510;07.12.2022;12:45;1.1
2511;07.12.2022;12:57;0.9
2512;07.12.2022;13:09;1.5
2513;07.12.2022;13:21;1.1
2514;07.12.2022;13:33;1.5
2515;07.12.2022;13:45;1.1
2516;07.12.2022;13:57;1.5
2517;07.12.2022;14:09;1.3
2518;07.12.2022;14:21;1.3
2519;07.12.2022;14:33;1.4
2520;07.12.2022;14:45;1.2
2521;07.12.2022;14:57;1.2
2522;07.12.2022;15:09;1.4
2523;07.12.2022;15:21;1.4
2524;07.12.2022;15:33;1.2
2525;07.12.2022;15:45;1.1
2526;07.12.2022;15:57;1
2527;07.12.2022;16:09;0.9
2528;07.12.2022;16:21;1.2
2529;07.12.2022;16:33;1.2
2530;07.12.2022;16:45;1.5
2531;07.12.2022;16:57;1
2532;07.12.2022;17:09;1.3
2533;07.12.2022;17:21;1.4
2534;07.12.2022;17:33;1.1
2535;07.12.2022;17:45;1.5
2536;07.12.2022;17:57;1
2537;07.12.2022;18:09;0.9
2538;07.12.2022;18:21;1.2
2539;07.12.2022;18:33;1.1
2540;07.12.2022;18:45;1.2
2541;07.12.2022;18:57;1.3
2542;07.12.2022;19:09;1
2543;07.12.2022;19:21;1.2
2544;07.12.2022;19:33;1.4
2545;07.12.2022;19:45;1
2546;07.12.2022;19:57;0.9
2547;07.12.2022;20:09;1.2
2548;07.12.2022;20:21;1
2549;07.12.2022;20:33;1.3
2550;07.12.2022;20:45;1
2551;07.12.2022;20:57;1
2552;07.12.2022;21:09;0.9
2553;07.12.2022;21:21;1.4
2554;07.12.2022;21:33;1.1
2555;07.12.2022;21:45;1.5
2556;07.12.2022;21:57;0.9
2557;07.12.2022;22:09;1.3
2558;07.12.2022;22:21;1.4
2559;07.12.2022;22:33;1.1
2560;07.12.2022;22:45;1.1
2561;07.12.2022;22:57;1.4
2562;07.12.2022;23:09;1.3
2563;07.12.2022;23:21;1.2
2564;07.12.2022;23:33;1.2
2565;07.12.2022;23:45;1
2566;07.12.2022;23:57;1.2
2567;08.12.2022;00:09;1.3
2568;08.12.2022;00:21;1
2569;08.12.2022;00:33;1
2570;08.12.2022;00:45;1.2
2571;08.12.2022;00:57;1.2
2572;08.12.2022;01:09;1.4
2573;08.12.2022;01:21;1.2
2574;08.12.2022;01:33;1
2575;08.12.2022;01:45;1.2
2576;08.12.2022;01:57;1.4
2577;08.12.2022;02:09;1
2578;08.12.2022;02:21;1.2
2579;08.12.2022;02:33;1.3
2580;08.12.2022;02:45;1.3
2581;08.12.2022;02:57;1.4
2582;08.12.2022;03:09;1.3
2583;08.12.2022;03:21;1.4
2584;08.12.2022;03:33;1
2585;08.12.2022;03:45;1.3
2586;08.12.2022;03:57;1.5
2587;08.12.2022;04:09;1.5
2588;08.12.2022;04:21;1.4
2589;08.12.2022;04:33;1.4
2590;08.12.2022;04:45;1
2591;08.12.2022;04:57;0.9
2592;08.12.2022;05:09;1
2593;08.12.2022;05:21;1.1
2594;08.12.2022;05:33;1.1
2595;08.12.2022;05:45;1.2
2596;08.12.2022;05:57;1
2597;08.12.2022;06:09;1.2
2598;08.12.2022;06:21;1.1
2599;08.12.2022;06:33;1.4
2600;08.12.2022;06:45;1.2
2601;08.12.2022;06:57;1.4
2602;08.12.2022;07:09;1.1
2603;08.12.2022;07:21;1.3
2604;08.12.2022;07:33;1.4
2605;08.12.2022;07:45;1.4
2606;08.12.2022;07:57;1
2607;08.12.2022;08:09;1.4
2608;08.12.2022;08:21;1.2
2609;08.12.2022;08:33;1.5
2610;08.12.2022;08:45;1.3
2611;08.12.2022;08:57;1.5
2612;08.12.2022;09:09;1.3
2613;08.12.2022;09:21;1.2
2614;08.12.2022;09:33;1.4
2615;08.12.2022;09:45;1.1
2616;08.12.2022;09:57;1.3
2617;08.12.2022;10:09;1
2618;08.12.2022;10:21;1.4
2619;08.12.2022;10:33;1.4
2620;08.12.2022;10:45;1.1
2621;08.12.2022;10:57;1.3
2622;08.12.2022;11:09;1.5
2623;08.12.2022;11:21;0.9
2624;08.12.2022;11:33;1
2625;08.12.2022;11:45;1.1
2626;08.12.2022;11:57;1
2627;08.12.2022;12:09;0.9
2628;08.12.2022;12:21;1.2
2629;08.12.2022;12:33;1.3
2630;08.12.2022;12:45;1.2
2631;08.12.2022;12:57;1.2
2632;08.12.2022;13:09;0.9
2633;08.12.2022;13:21;1.4
2634;08.12.2022;13:33;1
2635;08.12.2022;13:45;1.1
2636;08.12.2022;13:57;1.3
2637;08.12.2022;14:09;1.3
2638;08.12.2022;14:21;1
2639;08.12.2022;14:33;0.9
2640;08.12.2022;14:45;1.1
2641;08.12.2022;14:57;1.4
2642;08.12.2022;15:09;1.3
2643;08.12.2022;15:21;1.4
2644;08.12.2022;15:33;1.2
2645;08.12.2022;15:45;1
2646;08.12.2022;15:57;1.3
2647;08.12.2022;16:09;1.4
2648;08.12.2022;16:21;1.1
2649;08.12.2022;16:33;1
2650;08.12.2022;16:45;1.3
2651;08.12.2022;16:57;1
2652;08.12.2022;17:09;1.3
2653;08.12.2022;17:21;1.5
2654;08.12.2022;17:33;1.1
2655;08.12.2022;17:45;1.3
2656;08.12.2022;17:57;1.5
2657;08.12.2022;18:09;0.9
2658;08.12.2022;18:21;1.4
2659;08.12.2022;18:33;1.1
2660;08.12.2022;18:45;1
2661;08.12.2022;18:57;1.1
2662;08.12.2022;19:09;1
2663;08.12.2022;19:21;1
2664;08.12.2022;19:33;1.1
2665;08.12.2022;19:45;1.1
2666;08.12.2022;19:57;1.3
2667;08.12.2022;20:09;0.9
2668;08.12.2022;20:21;1.1
2669;08.12.2022;20:33;1.1
2670;08.12.2022;20:45;1.3
2671;08.12.2022;20:57;1
2672;08.12.2022;21:09;1.2
2673;08.12.2022;21:21;1.1
2674;08.12.2022;21:33;1
2675;08.12.2022;21:45;1
2676;08.12.2022;21:57;0.9
2677;08.12.2022;22:09;1.2
2678;08.12.2022;22:21;1.4
2679;08.12.2022;22:33;1.4
2680;08.12.2022;22:45;1
2681;08.12.2022;22:57;1.4
2682;08.12.2022;23:09;1.5
2683;08.12.2022;23:21;0.9
2684;08.12.2022;23:33;1.2
2685;08.12.2022;23:45;1
2686;08.12.2022;23:57;1.1
2687;09.12.2022;00:09;1.1
2688;09.12.2022;00:21;1.5
2689;09.12.2022;00:33;1.2
2690;09.12.2022;00:45;1.1
2691;09.12.2022;00:57;1.2
2692;09.12.2022;01:09;1.5
2693;09.12.2022;01:21;1.1
2694;09.12.2022;01:33;1.3
2695;09.12.2022;01:45;1.6
2696;09.12.2022;01:57;1.2
2697;09.12.2022;02:09;1.1
2698;09.12.2022;02:21;1.6
2699;09.12.2022;02:33;1.4
2700;09.12.2022;02:45;1.6
2701;09.12.2022;02:57;1.4
2702;09.12.2022;03:09;1.3
2703;09.12.2022;03:21;1
2704;09.12.2022;03:33;1.3
2705;09.12.2022;03:45;1.4
2706;09.12.2022;03:57;1.1
2707;09.12.2022;04:09;1.5
2708;09.12.2022;04:21;1.2
2709;09.12.2022;04:33;1.5
2710;09.12.2022;04:45;1.5
2711;09.12.2022;04:57;1.5
2712;09.12.2022;05:09;1.3
2713;09.12.2022;05:21;1.2
2714;09.12.2022;05:33;1.5
2715;09.12.2022;05:45;1.1
2716;09.12.2022;05:57;1.5
2717;09.12.2022;06:09;1.1
2718;09.12.2022;06:21;1.3
2719;09.12.2022;06:33;1.3
2720;09.12.2022;06:45;1.5
2721;09.12.2022;06:57;1.3
2722;09.12.2022;07:09;1.1
2723;09.12.2022;07:21;1.5
2724;09.12.2022;07:33;1
2725;09.12.2022;07:45;1
2726;09.12.2022;07:57;1.4
2727;09.12.2022;08:09;1.3
2728;09.12.2022;08:21;1.4
2729;09.12.2022;08:33;1.2
2730;09.12.2022;08:45;1.2
2731;09.12.2022;08:57;1.3
2732;09.12.2022;09:09;1.6
2733;09.12.2022;09:21;1.5
2734;09.12.2022;09:33;1.1
2735;09.12.2022;09:45;1.3
2736;09.12.2022;09:57;1.1
2737;09.12.2022;10:09;1
2738;09.12.2022;10:21;1.6
2739;09.12.2022;10:33;1.4
2740;09.12.2022;10:45;1.5
2741;09.12.2022;10:57;1.1
2742;09.12.2022;11:09;1.6
2743;09.12.2022;11:21;1.3
2744;09.12.2022;11:33;1.4
2745;09.12.2022;11:45;1.3
2746;09.12.2022;11:57;1.5
2747;09.12.2022;12:09;1.3
2748;09.12.2022;12:21;1.4
2749;09.12.2022;12:33;1.5
2750;09.12.2022;12:45;1.3
2751;09.12.2022;12:57;1.3
2752;09.12.2022;13:09;1.3
2753;09.12.2022;13:21;1.2
2754;09.12.2022;13:33;1.3
2755;09.12.2022;13:45;1.6
2756;09.12.2022;13:57;1.6
2757;09.12.2022;14:09;1.3
2758;09.12.2022;14:21;1.5
2759;09.12.2022;14:33;1.3
2760;09.12.2022;14:45;1.3
2761;09.12.2022;14:57;1.1
2762;09.12.2022;15:09;1.2
2763;09.12.2022;15:21;1.5
2764;09.12.2022;15:33;1.6
2765;09.12.2022;15:45;1.1
2766;09.12.2022;15:57;1
2767;09.12.2022;16:09;1.1
2768;09.12.2022;16:21;1
2769;09.12.2022;16:33;1.5
2770;09.12.2022;16:45;1
2771;09.12.2022;16:57;1.2
2772;09.12.2022;17:09;1.5
2773;09.12.2022;17:21;1.4
2774;09.12.2022;17:33;1.5
2775;09.12.2022;17:45;1
2776;09.12.2022;17:57;1.1
2777;09.12.2022;18:09;1.2
2778;09.12.2022;18:21;1.6
2779;09.12.2022;18:33;1.4
2780;09.12.2022;18:45;1.4
2781;09.12.2022;18:57;1.1
2782;09.12.2022;19:09;1.4
2783;09.12.2022;19:21;1.4
2784;09.12.2022;19:33;1.6
2785;09.12.2022;19:45;1.2
2786;09.12.2022;19:57;1.4
2787;09.12.2022;20:09;1.4
2788;09.12.2022;20:21;1.2
2789;09.12.2022;20:33;1.4
2790;09.12.2022;20:45;1.4
2791;09.12.2022;20:57;1
2792;09.12.2022;21:09;1.4
2793;09.12.2022;21:21;1.6
2794;09.12.2022;21:33;1.5
2795;09.12.2022;21:45;1.4
2796;09.12.2022;21:57;1.3
2797;09.12.2022;22:09;1.3
2798;09.12.2022;22:21;1.5
2799;09.12.2022;22:33;1.5
2800;09.12.2022;22:45;1.3
2801;09.12.2022;22:57;1.1
2802;09.12.2022;23:09;1.4
2803;09.12.2022;23:21;1.4
2804;09.12.2022;23:33;1
2805;09.12.2022;23:45;1.2
2806;09.12.2022;23:57;1.4
2807;10.12.2022;00:09;1.2
2808;10.12.2022;00:21;1.4
2809;10.12.2022;00:33;1
2810;10.12.2022;00:45;1.1
2811;10.12.2022;00:57;1.4
2812;10.12.2022;01:09;1.4
2813;10.12.2022;01:21;1.2
2814;10.12.2022;01:33;1.5
2815;10.12.2022;01:45;1.2
2816;10.12.2022;01:57;1.2
2817;10.12.2022;02:09;1.2
2818;10.12.2022;02:21;1.1
2819;10.12.2022;02:33;0.8
2820;10.12.2022;02:45;0.7
2821;10.12.2022;02:57;0.9
2822;10.12.2022;03:09;1.1
2823;10.12.2022;03:21;1.4
2824;10.12.2022;03:33;1
2825;10.12.2022;03:45;0.9
2826;10.12.2022;03:57;0.7
2827;10.12.2022;04:09;0.8
2828;10.12.2022;04:21;1.1
2829;10.12.2022;04:33;1
2830;10.12.2022;04:45;0.9
2831;10.12.2022;04:57;0.9
2832;10.12.2022;05:09;1.1
2833;10.12.2022;05:21;1.3
2834;10.12.2022;05:33;1
2835;10.12.2022;05:45;1.2
2836;10.12.2022;05:57;1.2
2837;10.12.2022;06:09;1.3
2838;10.12.2022;06:21;1.4
2839;10.12.2022;06:33;1.1
2840;10.12.2022;06:45;0.9
2841;10.12.2022;06:57;0.7
2842;10.12.2022;07:09;0.8
2843;10.12.2022;07:21;0.7
2844;10.12.2022;07:33;0.9
2845;10.12.2022;07:45;1.1
2846;10.12.2022;07:57;1
2847;10.12.2022;08:09;1.2
2848;10.12.2022;08:21;1.3
2849;10.12.2022;08:33;1.4
2850;10.12.2022;08:45;1.4
2851;10.12.2022;08:57;1.2
2852;10.12.2022;09:09;1.3
2853;10.12.2022;09:21;1.6
2854;10.12.2022;09:33;1.4
2855;10.12.2022;09:45;1.3
2856;10.12.2022;09:57;1.6
2857;10.12.2022;10:09;1
2858;10.12.2022;10:21;1.4
2859;10.12.2022;10:33;1.5
2860;10.12.2022;10:45;1.3
2861;10.12.2022;10:57;1.4
2862;10.12.2022;11:09;1.1
2863;10.12.2022;11:21;1.1
2864;10.12.2022;11:33;1.5
2865;10.12.2022;11:45;1.2
2866;10.12.2022;11:57;1.2
2867;10.12.2022;12:09;1.2
2868;10.12.2022;12:21;1.1
2869;10.12.2022;12:33;1
2870;10.12.2022;12:45;1.4
2871;10.12.2022;12:57;1.4
2872;10.12.2022;13:09;1.4
2873;10.12.2022;13:21;1.5
2874;10.12.2022;13:33;1.1
2875;10.12.2022;13:45;0.9
2876;10.12.2022;13:57;0.7
2877;10.12.2022;14:09;0.9
2878;10.12.2022;14:21;1
2879;10.12.2022;14:33;1.2
2880;10.12.2022;14:45;1
2881;10.12.2022;14:57;1.2
2882;10.12.2022;15:09;0.8
2883;10.12.2022;15:21;0.9
2884;10.12.2022;15:33;0.7
2885;10.12.2022;15:45;0.9
2886;10.12.2022;15:57;1.5
2887;10.12.2022;16:09;1.4
2888;10.12.2022;16:21;0.8
2889;10.12.2022;16:33;0.9
2890;10.12.2022;16:45;1.1
2891;10.12.2022;16:57;1.3
2892;10.12.2022;17:09;1.6
2893;10.12.2022;17:21;1.5
2894;10.12.2022;17:33;1.1
2895;10.12.2022;17:45;1.5
2896;10.12.2022;17:57;1.1
2897;10.12.2022;18:09;1.1
2898;10.12.2022;18:21;1.1
2899;10.12.2022;18:33;1.2
2900;10.12.2022;18:45;1.1
2901;10.12.2022;18:57;1.2
2902;10.12.2022;19:09;1.4
2903;10.12.2022;19:21;1.2
2904;10.12.2022;19:33;1.1
2905;10.12.2022;19:45;1.2
2906;10.12.2022;19:57;1.3
2907;10.12.2022;20:09;1.5
2908;10.12.2022;20:21;1.6
2909;10.12.2022;20:33;1.5
2910;10.12.2022;20:45;1.6
2911;10.12.2022;20:57;1
2912;10.12.2022;21:09;1.1
2913;10.12.2022;21:21;1.3
2914;10.12.2022;21:33;1.5
2915;10.12.2022;21:45;1.6
2916;10.12.2022;21:57;1.3
2917;10.12.2022;22:09;1.5
2918;10.12.2022;22:21;1.5
2919;10.12.2022;22:33;1.4
2920;10.12.2022;22:45;1.4
2921;10.12.2022;22:57;1
2922;10.12.2022;23:09;1.1
2923;10.12.2022;23:21;1.3
2924;10.12.2022;23:33;1.3
2925;10.12.2022;23:45;1.5
2926;10.12.2022;23:57;1.1
2927;11.12.2022;00:09;1.1
2928;11.12.2022;00:21;1.3
2929;11.12.2022;00:33;0.9
2930;11.12.2022;00:45;1
2931;11.12.2022;00:57;1.3
2932;11.12.2022;01:09;1.3
2933;11.12.2022;01:21;1.1
2934;11.12.2022;01:33;1.4
2935;11.12.2022;01:45;1.1
2936;11.12.2022;01:57;1.1
2937;11.12.2022;02:09;1.1
2938;11.12.2022;02:21;1
2939;11.12.2022;02:33;0.7
2940;11.12.2022;02:45;0.6
2941;11.12.2022;02:57;0.8
2942;11.12.2022;03:09;1
2943;11.12.2022;03:21;1.3
2944;11.12.2022;03:33;0.9
2945;11.12.2022;03:45;0.8
2946;11.12.2022;03:57;0.6
2947;11.12.2022;04:09;0.7
2948;11.12.2022;04:21;1
2949;11.12.2022;04:33;0.9
2950;11.12.2022;04:45;0.8
2951;11.12.2022;04:57;0.8
2952;11.12.2022;05:09;1
2953;11.12.2022;05:21;1.2
2954;11.12.2022;05:33;0.9
2955;11.12.2022;05:45;1.1
2956;11.12.2022;05:57;1.1
2957;11.12.2022;06:09;1.2
2958;11.12.2022;06:21;1.3
2959;11.12.2022;06:33;1
2960;11.12.2022;06:45;0.8
2961;11.12.2022;06:57;0.6
2962;11.12.2022;07:09;0.7
2963;11.12.2022;07:21;0.6
2964;11.12.2022;07:33;0.8
2965;11.12.2022;07:45;1
2966;11.12.2022;07:57;0.9
2967;11.12.2022;08:09;1.1
2968;11.12.2022;08:21;1.2
2969;11.12.2022;08:33;1.3
2970;11.12.2022;08:45;1.3
2971;11.12.2022;08:57;1.1
2972;11.12.2022;09:09;1.2
2973;11.12.2022;09:21;1.5
2974;11.12.2022;09:33;0.9
2975;11.12.2022;09:45;1.2
2976;11.12.2022;09:57;1.5
2977;11.12.2022;10:09;0.9
2978;11.12.2022;10:21;1.5
2979;11.12.2022;10:33;1.4
2980;11.12.2022;10:45;1.2
2981;11.12.2022;10:57;1.3
2982;11.12.2022;11:09;1
2983;11.12.2022;11:21;1
2984;11.12.2022;11:33;1.4
2985;11.12.2022;11:45;1.1
2986;11.12.2022;11:57;1.1
2987;11.12.2022;12:09;1.1
2988;11.12.2022;12:21;1
2989;11.12.2022;12:33;0.9
2990;11.12.2022;12:45;1.3
2991;11.12.2022;12:57;1.3
2992;11.12.2022;13:09;1.3
2993;11.12.2022;13:21;1.4
2994;11.12.2022;13:33;1
2995;11.12.2022;13:45;0.8
2996;11.12.2022;13:57;0.6
2997;11.12.2022;14:09;0.8
2998;11.12.2022;14:21;0.9
2999;11.12.2022;14:33;1.1
3000;11.12.2022;14:45;0.9
3001;11.12.2022;14:57;1.1
3002;11.12.2022;15:09;0.7
3003;11.12.2022;15:21;0.8
3004;11.12.2022;15:33;0.6
3005;11.12.2022;15:45;0.8
3006;11.12.2022;15:57;1.1
3007;11.12.2022;16:09;1.3
3008;11.12.2022;16:21;1
3009;11.12.2022;16:33;0.8
3010;11.12.2022;16:45;1
3011;11.12.2022;16:57;1.2
3012;11.12.2022;17:09;1.5
3013;11.12.2022;17:21;1.4
3014;11.12.2022;17:33;1
3015;11.12.2022;17:45;1.4
3016;11.12.2022;17:57;1
3017;11.12.2022;18:09;1
3018;11.12.2022;18:21;1
3019;11.12.2022;18:33;1.1
3020;11.12.2022;18:45;1
3021;11.12.2022;18:57;1.1
3022;11.12.2022;19:09;1.3
3023;11.12.2022;19:21;1.1
3024;11.12.2022;19:33;1
3025;11.12.2022;19:45;1.1
3026;11.12.2022;19:57;1.2
3027;11.12.2022;20:09;1.4
3028;11.12.2022;20:21;1.5
3029;11.12.2022;20:33;1.4
3030;11.12.2022;20:45;1.5
3031;11.12.2022;20:57;0.9
3032;11.12.2022;21:09;1
3033;11.12.2022;21:21;1.2
3034;11.12.2022;21:33;1.4
3035;11.12.2022;21:45;1.5
3036;11.12.2022;21:57;1.2
3037;11.12.2022;22:09;1.4
3038;11.12.2022;22:21;1.4
3039;11.12.2022;22:33;1.3
3040;11.12.2022;22:45;1.3
3041;11.12.2022;22:57;0.9
3042;11.12.2022;23:09;1
3043;11.12.2022;23:21;1.2
3044;11.12.2022;23:33;1.2
3045;11.12.2022;23:45;1.4
3046;11.12.2022;23:57;1
3047;12.12.2022;00:09;1.1
3048;12.12.2022;00:21;0.9
3049;12.12.2022;00:33;1.5
3050;12.12.2022;00:45;1.4
3051;12.12.2022;00:57;1
3052;12.12.2022;01:09;1.5
3053;12.12.2022;01:21;1.1
3054;12.12.2022;01:33;1
3055;12.12.2022;01:45;1.3
3056;12.12.2022;01:57;1.5
3057;12.12.2022;02:09;1.5
3058;12.12.2022;02:21;0.9
3059;12.12.2022;02:33;0.9
3060;12.12.2022;02:45;1.2
3061;12.12.2022;02:57;1.1
3062;12.12.2022;03:09;1.4
3063;12.12.2022;03:21;1
3064;12.12.2022;03:33;1.3
3065;12.12.2022;03:45;1.4
3066;12.12.2022;03:57;0.9
3067;12.12.2022;04:09;1.3
3068;12.12.2022;04:21;1
3069;12.12.2022;04:33;1.4
3070;12.12.2022;04:45;1
3071;12.12.2022;04:57;1.3
3072;12.12.2022;05:09;1.1
3073;12.12.2022;05:21;1.4
3074;12.12.2022;05:33;1
3075;12.12.2022;05:45;1.1
3076;12.12.2022;05:57;1.1
3077;12.12.2022;06:09;1.4
3078;12.12.2022;06:21;0.9
3079;12.12.2022;06:33;1.4
3080;12.12.2022;06:45;1.3
3081;12.12.2022;06:57;1
3082;12.12.2022;07:09;1.3
3083;12.12.2022;07:21;1.1
3084;12.12.2022;07:33;1.1
3085;12.12.2022;07:45;0.9
3086;12.12.2022;07:57;1.1
3087;12.12.2022;08:09;1.5
3088;12.12.2022;08:21;1.2
3089;12.12.2022;08:33;1.3
3090;12.12.2022;08:45;1.1
3091;12.12.2022;08:57;1.4
3092;12.12.2022;09:09;0.9
3093;12.12.2022;09:21;1.4
3094;12.12.2022;09:33;1
3095;12.12.2022;09:45;1.2
3096;12.12.2022;09:57;1.4
3097;12.12.2022;10:09;1.1
3098;12.12.2022;10:21;1.1
3099;12.12.2022;10:33;1.4
3100;12.12.2022;10:45;1.5
3101;12.12.2022;10:57;0.9
3102;12.12.2022;11:09;1.3
3103;12.12.2022;11:21;1.2
3104;12.12.2022;11:33;0.9
3105;12.12.2022;11:45;1.5
3106;12.12.2022;11:57;1.2
3107;12.12.2022;12:09;1.3
3108;12.12.2022;12:21;1.1
3109;12.12.2022;12:33;1
3110;12.12.2022;12:45;1
3111;12.12.2022;12:57;1.1
3112;12.12.2022;13:09;1.3
3113;12.12.2022;13:21;0.9
3114;12.12.2022;13:33;0.9
3115;12.12.2022;13:45;1.4
3116;12.12.2022;13:57;1.1
3117;12.12.2022;14:09;1.3
3118;12.12.2022;14:21;1.2
3119;12.12.2022;14:33;1.5
3120;12.12.2022;14:45;0.9
3121;12.12.2022;14:57;1
3122;12.12.2022;15:09;1.3
3123;12.12.2022;15:21;1
3124;12.12.2022;15:33;1
3125;12.12.2022;15:45;1.3
3126;12.12.2022;15:57;1
3127;12.12.2022;16:09;0.7
3128;12.12.2022;16:21;0.9
3129;12.12.2022;16:33;1
3130;12.12.2022;16:45;0.8
3131;12.12.2022;16:57;0.6
3132;12.12.2022;17:09;0.9
3133;12.12.2022;17:21;1.2
3134;12.12.2022;17:33;1
3135;12.12.2022;17:45;1.1
3136;12.12.2022;17:57;1.1
3137;12.12.2022;18:09;1.2
3138;12.12.2022;18:21;1.5
3139;12.12.2022;18:33;1
3140;12.12.2022;18:45;1.2
3141;12.12.2022;18:57;1
3142;12.12.2022;19:09;1.5
3143;12.12.2022;19:21;1
3144;12.12.2022;19:33;1
3145;12.12.2022;19:45;0.9
3146;12.12.2022;19:57;1.2
3147;12.12.2022;20:09;1.1
3148;12.12.2022;20:21;1.3
3149;12.12.2022;20:33;1.3
3150;12.12.2022;20:45;1.2
3151;12.12.2022;20:57;1.4
3152;12.12.2022;21:09;1
3153;12.12.2022;21:21;1
3154;12.12.2022;21:33;0.8
3155;12.12.2022;21:45;0.7
3156;12.12.2022;21:57;1
3157;12.12.2022;22:09;1
3158;12.12.2022;22:21;0.7
3159;12.12.2022;22:33;0.7
3160;12.12.2022;22:45;0.9
3161;12.12.2022;22:57;1.1
3162;12.12.2022;23:09;1.5
3163;12.12.2022;23:21;0.9
3164;12.12.2022;23:33;1
3165;12.12.2022;23:45;1.1
3166;12.12.2022;23:57;1
3167;13.12.2022;00:09;1.2
3168;13.12.2022;00:21;0.9
3169;13.12.2022;00:33;1.1
3170;13.12.2022;00:45;1.2
3171;13.12.2022;00:57;1.2
3172;13.12.2022;01:09;1.1
3173;13.12.2022;01:21;1.4
3174;13.12.2022;01:33;1.3
3175;13.12.2022;01:45;1
3176;13.12.2022;01:57;1.1
3177;13.12.2022;02:09;1
3178;13.12.2022;02:21;1.5
3179;13.12.2022;02:33;1
3180;13.12.2022;02:45;1
3181;13.12.2022;02:57;0.9
3182;13.12.2022;03:09;1.3
3183;13.12.2022;03:21;1.2
3184;13.12.2022;03:33;1
3185;13.12.2022;03:45;1.4
3186;13.12.2022;03:57;1.4
3187;13.12.2022;04:09;1.3
3188;13.12.2022;04:21;1.4
3189;13.12.2022;04:33;1
3190;13.12.2022;04:45;0.9
3191;13.12.2022;04:57;1.1
3192;13.12.2022;05:09;0.9
3193;13.12.2022;05:21;1.2
3194;13.12.2022;05:33;1.2
3195;13.12.2022;05:45;1.4
3196;13.12.2022;05:57;1.2
3197;13.12.2022;06:09;1.1
3198;13.12.2022;06:21;1.5
3199;13.12.2022;06:33;1.5
3200;13.12.2022;06:45;1.2
3201;13.12.2022;06:57;1.1
3202;13.12.2022;07:09;1.2
3203;13.12.2022;07:21;1.3
3204;13.12.2022;07:33;1.2
3205;13.12.2022;07:45;1
3206;13.12.2022;07:57;1.1
3207;13.12.2022;08:09;1.2
3208;13.12.2022;08:21;1.5
3209;13.12.2022;08:33;1.1
3210;13.12.2022;08:45;1.4
